source,target
1552567517222019078,1544632264364998656
1552567517222019078,1289241854295384066
1552567517222019078,1518989407616970752
1552567517222019078,1519447094938857472
1552567517222019078,1543296073094950912
1552567517222019078,1553775178861096968
1552567517222019078,1014469616133787650
753600103932370944,1557222806324219904
753600103932370944,1490076255210905600
753600103932370944,1384625818937315328
753600103932370944,1551647065855475712
753600103932370944,1216455479741886465
753600103932370944,1558071385112465409
753600103932370944,1481406637931958283
753600103932370944,2276730843
753600103932370944,171157179
753600103932370944,1577185367266013184
753600103932370944,1508296797004910602
753600103932370944,1192451533
753600103932370944,1566603108704215040
753600103932370944,1553772476064210944
753600103932370944,1512500279618547712
753600103932370944,1525834979866984451
753600103932370944,1576966996847099906
753600103932370944,1547688163694350338
753600103932370944,1556357431034228736
753600103932370944,1571542725996040192
753600103932370944,1494115185740726272
753600103932370944,1452566006484897794
753600103932370944,1259447469731123201
753600103932370944,1569148276653555712
753600103932370944,1581756792408776704
753600103932370944,1338963185903263750
753600103932370944,826225042744807424
753600103932370944,1543406276616638464
753600103932370944,1387673080940617729
753600103932370944,203953764
753600103932370944,1512732047353257984
753600103932370944,3997829927
753600103932370944,1546412488429895680
753600103932370944,1138791771805245441
753600103932370944,1169911058
753600103932370944,1921035050
753600103932370944,1338201175447965698
753600103932370944,908045835354734592
753600103932370944,1458585734
753600103932370944,1513508625750368256
753600103932370944,377903484
753600103932370944,930296660
753600103932370944,1525766601538260993
753600103932370944,284041873
753600103932370944,2422824896
753600103932370944,890036861816762368
753600103932370944,1357478977984737283
753600103932370944,762262663263027200
753600103932370944,1560994769224048640
753600103932370944,1394582831771312129
753600103932370944,1531297015405105153
753600103932370944,1576430137800888321
753600103932370944,1545274317558222848
753600103932370944,4852766925
753600103932370944,1545643699648053248
753600103932370944,1203155376214032385
753600103932370944,1120842356973080577
753600103932370944,1544344109338353664
753600103932370944,554679484
753600103932370944,1481740122638925830
753600103932370944,1209052729076854784
753600103932370944,697019590203863040
753600103932370944,1400296815161917448
753600103932370944,732350441997111296
753600103932370944,1167849708884242433
753600103932370944,1341762876495769603
753600103932370944,803758640490565637
753600103932370944,1544361668909535234
753600103932370944,1565072294346690562
753600103932370944,1563834118265339905
753600103932370944,1405614423222407171
753600103932370944,79944437
753600103932370944,2322937225
753600103932370944,168065774
753600103932370944,1212901162350825473
753600103932370944,813436632
753600103932370944,1441332539432398848
753600103932370944,501502654
753600103932370944,1511751298332471299
753600103932370944,1483849177687805953
753600103932370944,1542480025026527234
753600103932370944,1529180572660252672
753600103932370944,1560627105133580290
753600103932370944,1554489614030741508
753600103932370944,789929104854360064
753600103932370944,1572356671178956801
753600103932370944,1544937685374193664
753600103932370944,1571132831681708034
753600103932370944,736896801337421825
753600103932370944,1551166474689150977
753600103932370944,1376812960950190080
753600103932370944,1541008218146619393
753600103932370944,1288971363382972417
753600103932370944,1207346629856186370
753600103932370944,46847883
753600103932370944,818028234415730688
753600103932370944,1570437734795296768
753600103932370944,1454151924643663890
753600103932370944,245066668
753600103932370944,1496235946081230850
753600103932370944,1277524732687126528
1500731473258766337,1569973276247572487
1500731473258766337,1571439292320305156
1500731473258766337,1584528284662042624
1500731473258766337,1582247158664896512
1500731473258766337,247205326
1500731473258766337,816344531247517696
1500731473258766337,888140886563061761
1500731473258766337,1004808040468631554
1500731473258766337,1214819334821949440
1500731473258766337,1251204468387000325
1500731473258766337,1463544923257401349
1500731473258766337,1583556243062398984
1500731473258766337,1564997823103483904
1500731473258766337,1142852083307175937
1500731473258766337,1580503337996361729
1500731473258766337,1584131542443507713
1500731473258766337,3349045205
1500731473258766337,2994629376
1500731473258766337,1500213928126783498
1500731473258766337,1374322337974259712
1500731473258766337,1486247709086560263
1500731473258766337,1572572606401843201
1500731473258766337,2749260468
1500731473258766337,1321131517289078784
1500731473258766337,756826547277955072
1500731473258766337,1080536092682661888
1500731473258766337,1563614665824878594
1500731473258766337,1561772603047649280
1500731473258766337,1503138914579718156
1500731473258766337,1443245613806759947
1500731473258766337,1366524026
1500731473258766337,1358096461481865216
2993571288,1281047282276798465
2993571288,1570763484899557383
2993571288,1579445390935744513
2993571288,1570703082681516032
2993571288,1564901997941100546
2993571288,1555064372711546881
2993571288,735133730
2993571288,1581362625040027651
2993571288,1579823153064419328
2993571288,1515933706652827650
2993571288,1173916689802649601
2993571288,1557485701884674048
2993571288,1359399756653551617
2993571288,1545896329125285888
2993571288,930907194991656961
2993571288,1182344029062750210
2993571288,1527409131757391874
2993571288,1356861018341707776
2993571288,4382647395
2993571288,1314226012943720448
2993571288,1551850197814505472
2993571288,1557436969512230912
2993571288,1423201285990457344
2993571288,958231736080654336
2993571288,1498685918760288259
2993571288,1540646319265644546
2993571288,1558860224978714624
2993571288,501725961
2993571288,826315198671749120
2993571288,1442459243806748679
2993571288,1310307355788292101
2993571288,1467727279383924738
2993571288,1487957872420044801
2993571288,1476809901477224448
2993571288,1103175711383261187
2993571288,1551650626735673345
2993571288,1543687329214304258
2993571288,1302287420197609472
2993571288,1501797690547777536
2993571288,544496499
2993571288,1539290428293402624
2993571288,1539119366775750657
2993571288,1516150359668019216
2993571288,1486585971353214976
2993571288,1343880848572100608
2993571288,246460109
2993571288,1512210176765575169
2993571288,1610071056
2993571288,1525617932679761922
2993571288,1358816681548787713
2993571288,1486082503123378176
2993571288,1321470040651288576
2993571288,740446873400545280
2993571288,1519831436274147328
2993571288,854954152518180864
2993571288,1423527514106851328
2993571288,1500245506580221960
2993571288,1469574583850315783
2993571288,1518933076096827393
2993571288,1510156672572051457
2993571288,1353132261852532736
2993571288,327794846
2993571288,1510930587997069321
2993571288,949087077886582784
2993571288,1098681905019604992
2993571288,1488145517746044933
2993571288,1486269534793342977
2993571288,1422300224555466754
2993571288,1199704813983928320
2993571288,713419563866726400
2993571288,1486439299201519616
2993571288,261878201
2993571288,1318430854524317696
2993571288,1493718003506204674
2993571288,1508927197687566341
2993571288,859306386
2993571288,1036501574875598848
2993571288,1475848468501606409
2993571288,1498333510481981450
2993571288,1494780654738939907
2993571288,1179052966000693251
2993571288,1307452336638435331
2993571288,2200535357
2993571288,1273036293572886533
2993571288,255413615
2993571288,1424082548502765569
2993571288,1440006406841802763
2993571288,1484899039875411981
2993571288,1257076900675162115
2993571288,1480255021023440902
2993571288,1475123503162658824
2993571288,1188139273045839874
2993571288,1482400623966437381
2993571288,790579642650468352
2993571288,1132703760474628098
2993571288,1478564257583308804
2993571288,1468167718767665154
2993571288,742503502929399809
2993571288,504683667
2993571288,441764299
2993571288,1467361747111710726
1565424062343663618,1581550593780453378
1565424062343663618,1573288915750260737
1565424062343663618,1570170142478180359
1565424062343663618,1573298420244045825
1565424062343663618,1350825464697389057
1565424062343663618,1573266490475806720
1565424062343663618,1564588539765039107
1565424062343663618,1577187378522984448
1565424062343663618,710695166475169792
1565424062343663618,1583787652783931393
1565424062343663618,1581643879748718592
1565424062343663618,1551479616753344512
1565424062343663618,1567603926152712196
1565424062343663618,1573212669678702592
1565424062343663618,1524339511001497601
1565424062343663618,1563563752066547719
1565424062343663618,1540674168491872256
1565424062343663618,1577553674209054727
1565424062343663618,1477485275651579905
1565424062343663618,1043830514325622784
1565424062343663618,1496948486373269513
1565424062343663618,1530846001409544196
1565424062343663618,1580664113105076224
1565424062343663618,1573752905223528454
1565424062343663618,2311799326
1565424062343663618,1504908771377700870
1565424062343663618,1549764707040595968
1565424062343663618,1475917482007351300
1565424062343663618,1541127295041249280
1565424062343663618,1573584397441404928
1565424062343663618,1578728763550040065
1565424062343663618,1578759646537474054
1565424062343663618,1563433791623876612
1565424062343663618,1583403927042949120
1565424062343663618,229286466
1565424062343663618,1538952339142344705
1565424062343663618,1568543805116235777
1565424062343663618,1571770427516588032
1565424062343663618,1579092002251079680
1565424062343663618,1366639711
1565424062343663618,1569700734001881093
1565424062343663618,1575508318571098112
1565424062343663618,1519129460557197312
1565424062343663618,1572449472189464576
1565424062343663618,1469727471578673159
1565424062343663618,927122457894453248
1565424062343663618,1567804479596294144
1565424062343663618,1023254515448008709
1565424062343663618,1329879814434590721
1565424062343663618,2394684582
1565424062343663618,1528451900185710598
1565424062343663618,1578603859802464263
1565424062343663618,1573566378560421888
1565424062343663618,406512430
1565424062343663618,716933183661547521
1565424062343663618,1583003063622799361
1565424062343663618,1552208288997154818
1565424062343663618,1552799170909507585
1565424062343663618,114412418
1565424062343663618,1542180952872570888
1565424062343663618,1582850328063533070
1565424062343663618,2760309417
1565424062343663618,883415626336927748
1565424062343663618,932330634831450112
1565424062343663618,1260459139177775104
1565424062343663618,974325840
1565424062343663618,1501891383161937923
1565424062343663618,1569589661919776768
1565424062343663618,866147862
1565424062343663618,1574368919795605506
1565424062343663618,1549020993729040385
1565424062343663618,1130090584155279360
1565424062343663618,1083012297767956480
1565424062343663618,1300468096780689408
1565424062343663618,1555080303919910913
1565424062343663618,1566512248071258113
1565424062343663618,1579042714288590848
1565424062343663618,1542792906544750592
1565424062343663618,1572856665107578882
1565424062343663618,1576807047395508225
1565424062343663618,1549427926277525506
1565424062343663618,121448917
1565424062343663618,1373573329349672964
1565424062343663618,1557377983417139201
1565424062343663618,1575560334345211907
1565424062343663618,1569908739817484288
1565424062343663618,1550396205322100736
1565424062343663618,1325098960990703616
1565424062343663618,1566881990963494918
1565424062343663618,1580539246066155521
1565424062343663618,1355069829078790146
1565424062343663618,1574004571105808384
1565424062343663618,1574680714708221954
1565424062343663618,534813248
1565424062343663618,1506536166438457348
1565424062343663618,1425437849608916998
1565424062343663618,1522183828038909953
1565424062343663618,1580652876845658112
1565424062343663618,1577323313243869188
1565424062343663618,964488151
1565424062343663618,2594732312
1574714503673020416,1577342591116386304
1574714503673020416,1491378762457440263
1574714503673020416,1576797442200293376
1574714503673020416,1418597658575450118
1574714503673020416,1580181336585015296
1574714503673020416,1421246755178434567
1574714503673020416,1539506554105475072
1574714503673020416,4235122583
1574714503673020416,857953154767491074
1574714503673020416,1398206577644085248
1574714503673020416,1149458213810712578
1574714503673020416,1468248108685484033
1574714503673020416,1549219424732954627
1574714503673020416,1267312067582795779
1574714503673020416,1553205544000704512
1574714503673020416,1579026115955511296
1574714503673020416,1185509757018243072
1574714503673020416,1584495807905964032
1574714503673020416,1579011596768215041
1574714503673020416,1451861238443556871
1574714503673020416,1570475204962582534
1574714503673020416,1377435900465020933
1574714503673020416,1551066754339971072
1574714503673020416,1345442415851798528
1574714503673020416,1402269705520529414
1574714503673020416,1497432118259064836
1574714503673020416,792298182889861120
1574714503673020416,1536596485411950593
1574714503673020416,59449902
1574714503673020416,1240816731439890432
1574714503673020416,1584087373134303233
1574714503673020416,1563366839056736256
1574714503673020416,1520165928566026240
1574714503673020416,1524726579959672833
1574714503673020416,1470230683570294839
1574714503673020416,1518599816741330944
1574714503673020416,1577450727626219521
1574714503673020416,1514585784287956994
1574714503673020416,1500380959732281347
1574714503673020416,1583623474538594305
1574714503673020416,1565460560539443201
1574714503673020416,1087784760108335105
1574714503673020416,1553172706945892353
1574714503673020416,1551382463028465664
1574714503673020416,3560287755
1574714503673020416,1579034870864658434
1574714503673020416,1556820285147553792
1574714503673020416,1300518282445885440
1574714503673020416,887977861482774528
1574714503673020416,322107245
1574714503673020416,1571248181450625030
1574714503673020416,1551378921735823360
1574714503673020416,1577202110168449024
1574714503673020416,1151654822422220801
1574714503673020416,1569796135639781377
1574714503673020416,1144298729459130369
1574714503673020416,1667031476
1574714503673020416,1314962393303261185
1574714503673020416,1570283201972830208
1574714503673020416,1115787140
1574714503673020416,1576505124104855552
1574714503673020416,1558066679111983104
1574714503673020416,1421141901168709633
1574714503673020416,1501243251424206848
1574714503673020416,2485855179
1574714503673020416,1518485562461675520
1574714503673020416,1427914251688099842
1574714503673020416,1485221989316968451
1574714503673020416,1283372513473568771
1574714503673020416,337074113
1574714503673020416,1516669420898332672
1574714503673020416,1584011814148472835
1574714503673020416,1388097709308063747
1574714503673020416,3726657857
1574714503673020416,1583867364382326786
1574714503673020416,1481631403590750211
1574714503673020416,1582145312868732942
1574714503673020416,1250110669220913152
1574714503673020416,905047719705751552
1574714503673020416,1583437390072479745
1574714503673020416,1549412480425803777
1574714503673020416,1571431668103118849
1574714503673020416,1571814657559511044
1574714503673020416,353758206
1574714503673020416,969923543197798400
1574714503673020416,1449641862998933504
1574714503673020416,326204316
1574714503673020416,1569724229289152514
1574714503673020416,1440505322691432459
1574714503673020416,1538165329091874816
1574714503673020416,1559785923428044800
1574714503673020416,1551887848286167040
1574714503673020416,1550467456271110145
1574714503673020416,1453435073978580993
1574714503673020416,1521788213173620736
1574714503673020416,1460905893403365380
1574714503673020416,1562564568895082497
1574714503673020416,1180311050807365632
1574714503673020416,1154480835174764545
1574714503673020416,1569929870226108420
1574714503673020416,1570159184909373442
1421476387383353346,1567990353113800710
1421476387383353346,1557817170134028290
1421476387383353346,154630611
1421476387383353346,1530765509389590529
1421476387383353346,1495444806029434885
1421476387383353346,1553331695117635586
1421476387383353346,1551052864637788165
1421476387383353346,1434275307389964289
1421476387383353346,1517258873559736322
1421476387383353346,1558471172865540096
1421476387383353346,1497555420235407365
1421476387383353346,1391022771535220737
1421476387383353346,1434806042593046532
1421476387383353346,1183649377929322496
1421476387383353346,1521173171084447745
1421476387383353346,1190393678445137922
1421476387383353346,1520421757831852037
1421476387383353346,1421657144454168578
1421476387383353346,1142368130418823168
1421476387383353346,1480934021387497492
1421476387383353346,985069308979154944
1421476387383353346,1448627832658223106
1421476387383353346,1429138176971624453
1421476387383353346,1414967225270865923
1421476387383353346,1413198394147971072
1421476387383353346,1331492298648064000
1421476387383353346,1404893498764058629
1421476387383353346,1419975275216084994
1421476387383353346,738269397865910272
1421476387383353346,1419858364524281858
1421476387383353346,4329711796
1163890675,1458931828677611528
1163890675,1414639361757433857
1163890675,1533396193312657409
1163890675,1509151940739010563
1163890675,1204456964023111680
1163890675,1309590197269651463
1163890675,1540465227564810240
1163890675,1555754154160709633
1163890675,4917048467
1163890675,1466530575125254154
1163890675,1311646205584314368
1163890675,1540415042797150208
1163890675,1565112918974365699
1163890675,1564332590353489923
1163890675,1528739500272324615
1163890675,1546052701053673472
1163890675,1509164887771078657
1163890675,1534658836870664200
1163890675,1465772023418961922
1163890675,1539513353349083136
1163890675,1543680594403643394
1163890675,1444217153650139136
1163890675,2906611363
1163890675,1452305072633831433
1163890675,1524779512239644673
1163890675,1536779801704423426
1163890675,1413447408013414403
1163890675,1370060001331544064
1163890675,1516739928947834881
1163890675,1399748398480302083
1163890675,1426333226541502466
1163890675,1422037028468842503
1163890675,3505445417
1163890675,1472462021555859456
1163890675,720387330637459457
1163890675,1470415086615470083
1163890675,1432296483936669703
1163890675,1407112639319318537
1163890675,1265660646051532808
1163890675,1492118771493920773
1163890675,1514999603602636806
1163890675,3329956431
1163890675,2236516991
1163890675,931012156518264832
1163890675,1359150702740832256
1163890675,2336200233
1163890675,637298545
1163890675,1379819498144927751
1163890675,1366073175008804864
1163890675,1368493468713160705
1163890675,300365697
1163890675,1490045255487533061
1163890675,1892786485
1163890675,1436887482881036291
1163890675,2696384486
1163890675,1431236333347868681
1163890675,1366803361970929665
1163890675,1367144881949450241
1163890675,1502375925278814217
1163890675,2452137827
1163890675,1438949895155630091
1163890675,1450087608864944128
1163890675,1029143608467894278
1163890675,274847386
1163890675,984826840035549184
1163890675,973974508771205121
1163890675,971668121869279232
1163890675,2297171417
1163890675,633725571
1163890675,952813266513866755
1163890675,1418611004
1163890675,961970664105267202
1163890675,4676870240
1163890675,955515882205270017
1163890675,1979169104
1163890675,1565226158
1163890675,954970199605829632
1163890675,1524834398
1163890675,947131129525567488
1163890675,1971488010
1163890675,3584267538
1163890675,1546142978
1163890675,2198440853
1163890675,820750809256304640
1163890675,816350914965606400
1163890675,761466279232466944
1163890675,809538318002225157
1163890675,807418324086915072
1163890675,788433173109702656
1163890675,801965386061189120
1163890675,2701441314
1163890675,793132468668858368
1163890675,1482034543
1163890675,781354746
1163890675,417045015
1163890675,924784800
1163890675,3328749332
1163890675,769417795
1163890675,751070167120154628
1163890675,1704346466
1163890675,721382700016398337
1234241392081326082,1574518821431435281
1234241392081326082,1353358917321986048
1234241392081326082,1583191267445555201
1234241392081326082,1447105723951890433
1234241392081326082,1374023842427965442
1234241392081326082,554679484
1234241392081326082,2422824896
1234241392081326082,1273617888570720256
1234241392081326082,1851499135
1234241392081326082,1368552339687301122
1234241392081326082,1460189646722375683
1234241392081326082,283662582
1234241392081326082,1335709527224836097
1234241392081326082,768594671903776768
1234241392081326082,2750799059
1234241392081326082,1631266417
1234241392081326082,1419476355276840962
1234241392081326082,76428045
1234241392081326082,742061871063289857
1234241392081326082,1575089209072918529
1234241392081326082,918668349239889920
1234241392081326082,83256959
1234241392081326082,4738598362
1234241392081326082,2790841902
1234241392081326082,1104164987952644096
1234241392081326082,1118287489704263680
1234241392081326082,1224289784937484288
1234241392081326082,539487047
1234241392081326082,1113591017771622401
1234241392081326082,841622562
1234241392081326082,2659499174
1234241392081326082,1124119796247822337
1234241392081326082,139401931
1234241392081326082,378913654
1234241392081326082,4914162905
1234241392081326082,1183083984772911104
1234241392081326082,1034586242560786432
1234241392081326082,1272544616743677953
1234241392081326082,1139175673367584768
1234241392081326082,892760065
1234241392081326082,924156149427003392
1234241392081326082,935277054463004672
1234241392081326082,1238077316946944001
1234241392081326082,1238154392303546369
1234241392081326082,1022345687009124352
1234241392081326082,315773449
1234241392081326082,1235967740546072577
1234241392081326082,2734123587
1234241392081326082,1042288716574851072
1234241392081326082,860218071646130177
1234241392081326082,284704782
1234241392081326082,1101466906823778304
1234241392081326082,1242076590273683457
1234241392081326082,982360376170958848
1234241392081326082,944208854103068672
1234241392081326082,812611513
1234241392081326082,1174480676621565953
1234241392081326082,880985507567591424
1234241392081326082,67874536
1234241392081326082,1677055267
1234241392081326082,17349381
1234241392081326082,2292688374
1234241392081326082,1125105153885917184
1234241392081326082,1219928796855402496
947958367414341632,1564502202567327745
947958367414341632,1058460035716661248
947958367414341632,1551221840584089602
947958367414341632,1547602785507479555
947958367414341632,1517811909508149248
947958367414341632,1569069152064753667
947958367414341632,1569071340807659522
947958367414341632,1568945423255220225
947958367414341632,1537546709399752704
947958367414341632,911855090520219648
947958367414341632,1463974957482917895
947958367414341632,2289697025
947958367414341632,308705640
947958367414341632,1966402232
947958367414341632,1696228034
947958367414341632,1570618838
947958367414341632,211609374
947958367414341632,1557224612076945408
947958367414341632,855085423
947958367414341632,4157675998
947958367414341632,801942490160861184
947958367414341632,1415709491732140038
947958367414341632,2388189796
947958367414341632,542803036
947958367414341632,2229359859
947958367414341632,366210923
947958367414341632,184831134
947958367414341632,336871146
947958367414341632,3226245774
